labels,text,translated_text
de,"Diese Handhülle umschließt die Seiten des Smartphones komplett, inklusive Standby- und Lauter-/Leiser-Schalter. Hier verbirgt sich der Schwachpunkt. Nach zweieinhalb Monaten ist der Standby-Schalter der Hülle herausgebrochen. Als ich die Hülle dann abgenommen habe, habe ich entdeckt, dass sie dem Standby-Schalter des Smartphones auch nicht gerade gut getan hat. Durch die Konstruktion der Hülle muss man stets auf den unteren Teil des Standby-Schalters drücken. Nach einer Weile (zweieinhalb Monate reichen offenbar), scheint sich der Schalter (des Smartphones!) etwas zu lockern. Drückt man auf den unteren Teil, kommt der obere ein wenig heraus und umgekehrt. Diese Hülle scheint mir keine gute Konstruktion zu sein!","이 핸드 슬리브는 대기 및 볼륨 업/다운 버튼을 포함하여 스마트폰의 측면을 완전히 감싸고 있습니다. 여기에 약점이 있습니다. 2개월 반 만에 케이스의 대기 스위치가 터졌다. 케이스를 벗겼을 때 스마트폰의 대기 스위치도 소용이 없다는 것을 알게 되었습니다. 케이스 디자인상 항상 대기 버튼 하단을 눌러야 합니다. 잠시 후(2개월 반이면 충분할 것 같습니다), (스마트폰의!) 스위치가 약간 느슨해지는 것 같습니다. 아랫부분을 누르면 윗부분이 조금 나오고 그 반대도 마찬가지입니다. 이 케이스는 나에게 좋은 디자인처럼 보이지 않습니다!"
th,ใช่ โอ้ คุณ ใน มหาลัย,그래 오 넌 대학에 있어
hi,"जब आपने छोटी औरत का फैसला किया है , तो आप वापस स ् वागत कर रहे हैं .",작은 아가씨를 결정하면 다시 오신 것을 환영합니다.
hi,सस ् ते विकल ् प में फ ् लोटिंग वेधशाला और ग ् लास-पेंदे की नाव शामिल हैं ( वे उत ् तर समुद ् र तट मरीना से प ् रस ् थान करते हैं ) .,저렴한 옵션으로는 Floating Observatory와 Glass-bottom Boat(North Beach Marina에서 출발)가 있습니다.
fr,"A ce jour ,je n'ai toujours pas reçu le colis ,soit disant je l'aurais reçu depuis 10 jours",지금까지 아직 패키지를 받지 못했습니다. 아마도 10일 전에 받았을 것입니다.
de,"Der Dichtring ist so eng und unflexibel, dass ich ihn an mehreren Stellen einschneiden musste damit das Netzteil der Lichterkette die damit gesteuert werden sollte hinein gepasst hat. Abgesehen davon hat die Zeitschaltuhr ihre weihnachtliche Aufgabe gut erfüllt.",밀봉 링이 너무 빡빡하고 유연하지 않아서 제어할 조명 체인의 전원 공급 장치가 끼워지도록 여러 곳에서 잘라야 했습니다. 그 외에 타이머는 크리스마스 작업을 잘 수행했습니다.
es,"No me funciona con el Samsung watch active. Solo carga si lo conecto apagado. Si está encendido, marca que está cargando pero nunca sube el porcentaje de batería y se calienta sin cargar.",삼성 워치 활성 상태에서는 작동하지 않습니다. 전원을 끈 경우에만 충전됩니다. 켜져 있으면 충전 중임을 나타내지만 배터리 비율이 절대 올라가지 않고 충전하지 않아도 뜨거워집니다.
pt,"Enquanto os Ibrahims tiveram uma operação de separação, Goodrich e o Dr. David Staffenberg planearam cerca de três para os Aguirres, com várias semanas entre cada um.",Ibrahim 가족이 분리 수술을 받는 동안 Goodrich와 Dr. David Staffenberg는 Aguirres를 위해 약 3개를 계획했으며 각각의 간격은 몇 주였습니다.
de,"Eigentlich müsste ich 0 Punkte geben was aber nicht funktioniert, da ich das Gerät zurückschicken musste weil es als Kombiangebot nicht zum Braun Multiquick 9 MQ passte.",사실 0점을 줘야 하는데 조합 제안으로 브라운 멀티퀵 9MQ가 안들어가서 기기를 다시 보내야 해서 그게 안되네요.
de,"Bluse paßt gut, aber die Qualität gefällt mir nicht.",블라우스는 잘 맞지만 품질이 마음에 들지 않습니다.
fr,"de l'achat a la livraison, tout s'est tres bien passé en un délai tres court",구매에서 배송까지 모든 것이 매우 짧은 시간에 매우 잘 진행되었습니다.
ja,私には大きすぎました。普段使いには無理なので返品させて頂きました。収納力はかなり良さそうです。,나에게 너무 컸다. 평상시 사용에는 무리이므로 반품시키고 받았습니다. 수납력은 꽤 좋을 것 같습니다.
en,Just what I needed for school.,내가 학교에 필요한 것.
pl,Szef ukraińskiej opozycji chce więcej protestów,우크라이나 야당 수장은 더 많은 시위를 원한다
tr,Dördüncü katta tamamen mobilyalı geleneksel japon oturma odası bulabilirsiniz .,4층에는 가구가 완비된 전통적인 일본식 거실이 있습니다.
nl,Drie honden die in de sneeuw staan naast een blauw hek.,파란 울타리 옆 눈 속에 서 있는 세 마리의 개.
bg,"nebbishes са твърде жалки , за да се оправдават с презрение .",네비시는 경멸을 정당화하기에는 너무 한심합니다.
ar,"القاضي سينثيا كينسر من محكمة فرجينيا العليا , المتحدث الرئيسي للاحتفال , قال ان مفهوم المساعدة القانونية يمكن ان يعود الى صياغة في انجلترا كارتا كارتا , ولكن النسخة الاولى في هذا البلد كان برنامج عام 1876 في نيويورك . لمساعدة المهاجرين الالمان .",행사의 기조 연설자인 버지니아 대법원의 Cynthia Kinser 판사는 법적 구조의 개념은 영국의 Carta Carta 공식화로 거슬러 올라갈 수 있지만 미국의 첫 번째 버전은 뉴욕의 1876년 프로그램이라고 말했습니다. 독일 이민자들을 돕기 위해
th,"Saint- เจอ -des-pr ??   s   เป็น ย่าน ที่ มีเสน่ห์ เช่นเดียวกับ วรรณกรรม ไตรมาส   ' บ้าน   ของ   สำนักพิมพ์   รายใหญ่ ,   วรรณคดี   คา   เฟ   ่,   ที่ ??   mie   francaise '   และ จำนวน ที่ เติบโต ของ การแข่งขัน แฟชั่น ใน การแข่งขัน กับ   bookshops ,   art   แกล อ รี่ และ ร้านขายของเก่า","Saint-jes-des-pr??s는 '주요 출판사, 문학 카페, ??mie francaise' 및 점점 더 많은 경쟁 패션 콘테스트가 열리는 문학 지구와 마찬가지로 매력적인 동네입니다. 서점, 아트 갤러리 및 골동품 상점"
ar,"حسنا , هل لديك بعض خطط الادخار في العمل ?","글쎄, 직장에서 저축 계획이 있습니까?"
de,"Mein Erster ist nach 2 Monaten gestorben. Sehr ärgerlich. Da ich darauf sehr lange warten mußte, auch wegen plötzlichen Zollgebühren, hab ich von einer Reklamation abgesehen. Hab einen Neuen bestellt. Dieser läuft bis jetzt gut",내 첫 번째는 2 개월 후에 사망했습니다. 매우 성가신. 너무 오래 기다려야 했고 또 갑작스러운 관세 때문에 클레임을 자제했습니다. 새로 주문했습니다. 이것은 지금까지 잘 진행되고 있습니다
zh,差评！！！！坏的不说，一周了客服也不联系。最差,부정적인 평가! ! ! ! 나쁜 점은 말할 것도없고 고객 서비스는 일주일 동안 연락이 없습니다. 가장 나쁜
ru,"На том , что было когда-то в кладбище ( первоначально по имени Мон-томб ) , епископ соседнего города Avranches начал строить в в восьмом веке по в , как он утверждал , архангел Михаил .",한때 공동묘지(원래 이름은 Mont-Tombes)였던 곳에 인근 도시인 Avranches의 주교가 8세기에 미카엘 대천사에 의해 건물을 짓기 시작했다고 주장했습니다.
ur,بنیادی طور پر ہائیڈروجن کے نویاتی ائتلاف سے پیدا کیا جاتا ہے جس میں سب سے زیادہ ہائیڈروجن کے نویاتی ائتلاف سے پیدا کیا جاتا ہے جس میں آکسیجن کی جانب سے ایک نمونہ موجود ہے ، جس کے بارے میں ہم کوئی اور سفر کرنے کی کوشش کر رہے ہیں ۔ ایسا نہیں ہے جو 1 . ء تک جاری ہے ۔,"주로 수소의 핵융합으로 생성되며, 대부분은 산소 샘플과 수소의 핵융합으로 생성되며, 이에 대해 또 다른 여행을 시도하고 있습니다. 그것은 1이 아닙니다. 까지 계속된다"
nl,"Egyptische peiling: 98 procent van de stemmen ""ja"" voor de nieuwe grondwet",이집트 여론조사: 새 헌법에 98% 찬성
it,"Il presidente delle Maldive si dimette dopo l'ammutinamento della polizia, le proteste","몰디브 대통령, 경찰 폭동·시위 후 사임"
vi,Hãy chắc chắn để giữ bản ghi thử nghiệm của bạn để được bao gồm trong các workpapers tương tác .,대화형 작업 문서에 포함할 테스트 로그를 보관하십시오.
bg,"няма съмнение , че конгресът има големи правомощия за надзор по отношение на процесите и дейностите на агенцията .",의회가 기관 프로세스 및 활동에 대한 광범위한 감독 권한을 가지고 있다는 데는 의심의 여지가 없습니다.
en,"this its headphones its really good, my nephew its very happy, he's using it to play a game called dota 2, microphone its fine he talk with their friends.","이 헤드폰은 정말 좋고, 내 조카는 매우 행복합니다. 그는 그것을 사용하여 dota 2라는 게임을 하고 있고, 마이크는 괜찮습니다. 그는 친구들과 이야기합니다."
nl,Oekraïense pro-Russische demonstranten eisen een grotere autonomie,"우크라이나 친러시아 시위대, 더 큰 자치권 요구"
de,"Die Qualität macht einen guten Eindruck! Leider für mich völlig unpraktisch da man durch die Klammer jedes Mal alle Scheine raus holen muss. Weiterhin sind die Steckplätze für die Kreditkarten unter der Klammer, durch die Klammer inkl. Scheine so eng, dass man die Karten kaum raus oder rein bekommt. Platz für Fahrzeugschein gibt es leider auch nicht. Werde mir wieder ein dickes Portemonnaie kaufen, denn weniger Steckplätze haben die auch nicht...",품질이 좋은 인상을 남깁니다! 불행히도 매번 클립을 통해 모든 청구서를 꺼내야 하기 때문에 완전히 비실용적입니다. 게다가 지폐를 포함해 클립 아래에 있는 신용 카드 슬롯이 너무 좁아서 카드를 꺼내거나 넣기가 어렵습니다. 안타깝게도 차량 등록증을 위한 공간이 없습니다. 슬롯이 적지 않기 때문에 큰 지갑을 다시 살 것입니다 ...
nl,Foto's tonen voltooide Costa Concordia operatie,사진은 완료된 Costa Concordia 수술을 보여줍니다.
it,L'Egitto vota la nuova costituzione,"이집트, 새 헌법에 투표"
vi,Bill Bradley Và George w . Bush cần phải biết .,빌 브래들리와 조지 w. 부시는 알아야 합니다.
ar,"وفي هذا النظام , يمكن للم المستخدمين ان يقدموا تعليقات الكترونية .",이 시스템에서는 모든 사용자가 전자 의견을 제출할 수 있습니다.
ur,37 کی تیاری کے طور پر کام کرنے کے لیے 37 کی تیاری کے طور پر کام کر رہا ہے کہ پنشن کے بارے میں پنشن کے بارے میں مزید جاننے کے لئے ان کی حوصلہ افزائی کی جاتی ہے کیونکہ وہ اپنے ملازمین کو تحفظ کرنے کے لئے ان کی حوصلہ افزائی کر,37 Preparing to Work 37 Preparing to Work 37 직원을 보호하기 위해 일하는 동안 연금에 대해 자세히 알아보도록 권장합니다.
ja,サイバーマンデーでポチリましたが 画質が落ちることもなく、厚いケースに入れたままでも画面のけられもありません。 LEDも商品写真のような白ではなく暖色系の白で結構効果ありです。 充電用のケーブルも安っぽくない白いフラットケーブル。 クレームをつけるとしたらレンズの後キャップがすぐはずれる、箱が無駄に豪華すぎ（マグネット開閉式の蓋の外装、商品の形にくりぬかれたウレタンフォームベルベット張り）,"사이버 만데이로 깜짝 놀랐습니다만 화질이 떨어지지 않고, 두꺼운 케이스에 넣은 채로도 화면을 칠 수 없습니다. LED도 상품 사진과 같은 흰색이 아니라 따뜻한 색계의 흰색으로 상당히 효과 있습니다. 충전용 케이블도 싸지 않는 흰색 플랫 케이블. 클레임을 붙이면 렌즈의 뒤 캡이 곧 벗어나는, 상자가 낭비로 호화 너무"
