id,inputText,lang,confidence
5942,UPI/MAHB/221104225694/Mr.,"['ar', 'ms']","[0.41097823, 0.3418674]"
5943,Jon Beavers,en,0.92855304
5944,What's Nearby,en,1
5945,Tux cups,en,0.69284594
5946,You've now react the GBP2.50 monthly spend cap,en,1
5947,I suppose of that every Pharmacy are close,en,1
5948,AdCode:,"['nl', 'en']","[0.50900745, 0.46424112]"
5949,٩٢٨٢,en,0
5950,Ë,en,0.70184696
5951,LB37954Z3DI003717,ar,1
5952,Renal diet for vegetarians,en,1
5953,Outdoorpollens,en,0.81841534
5954,iTunes Nepal,en,0.48782662
5955,"Such sanctions do not stem from the infringement of the property of animal owners, but from the special protection of animals as individuals.",en,1
5956,"Lili lili birdbath,",ht,0.52826333
5957,BJH,hi,1
5958,"According to the EDB on 'Measures to betaken by Schools for Persons with Red Code / Amber Code, the College should not allow persons with \""Red Code\"" (that is, confirmed cases) to enter the school premises in accordance withrelevantrequirements.",en,0.9877066
5959,NET VALUE,en,0.9544282
5960,n Metco 404NS and Metco 1101 are very similar products and can be interchanged depending on requirements for OEM material certifications.,en,1
5961,the rest of the clubhouse.,en,1
5962,Htd:,ku,0.59922177
5963,รับข่าวใหม่ๆทาง Facebook,th,1
5964,shirl,en,0.675916
5965,"Be sure to ask about our 100% satisfaction guarantee, no questions asked 3 day exchange policy !!",en,1
5966,I’m vamper,en,0.9056198
5967,Target 14 Aug onwards: 150kg + and push to reach 400kg PD in 6.5 hours (45 mins for final packing and 30 mins for cleaning),en,1
5968,􏰔􏰅􏰁􏰊􏰆􏰂􏰃􏰊􏰑􏰅􏰁􏰆,en,0
5969,Feltöltési időszak: 2022. augusztus 12.,hu,1
5970,A: Thank you.,en,1
5971,Monsieur et Madame SWANN,fr,0.7408492
5972,"Therefore, we choose to use this set of data (life expectancy and happiness score) to express the point we want to discuss, the relationship between physical health and happiness score.",en,1
5973,herbivorous dinosaur,en,1
5974,"For OS X 10.5, Apple provides OpenSSL 0.9.7 libraries.",en,0.9811665
5975,- Zildjian Cymbals,en,0.81119347
5976,SHIMANO EUROPE B.V.,en,0.67921203
5977,Anoth,en,0.95053506
5978,"We, LABORATOIRES FILL-MED, located at 2-4 rue de Lisbonne 75008 Paris in France, hereby authorize the company, JIESSIE (BEIJING) BIOLOGICAL TECHNOLOGY CO.",en,0.8291848
5979,l Probationary period: Your basic salary is RMB7650.00per month.,en,1
5980,blakmax (Aeronautics)22 Jun 22 11:38,en,0.87377274
5981,ETKT NBR:0714870961779 ETKT NBR:0714870961780 ETKT NBR:0714870961781 DATE OF ISSUE:,en,0.98572254
5982,"(FOS), emulgator/emulgeringsmedel (sojalecithin)*, olie",sv,0.7227101
5983,She starts and stops with little fluidity.,en,1
5984,SITUERING,nl,0.94140625
5985,"\""INCREDIBLE.",en,1
5986,Minke Gin,en,0.36212245
5987,NOTE: you have an arriving deposit amount of $7200 kindly link a (Bitcoin) of $200 to complete your transaction of $7000 within a minute less then you receive on your PayPal,en,1
5988,"(Andrahands kontrakt) 3 månader i taget till att börja med, finns chans att överlämna lägenheten, så blir det förstahandskontrakt.",sv,0.9195941
5989,Pediculus pubis (pubic lice,en,0.38839793
5990,Contact phone number:+995 Contact e-mail:info@bwpremier.ge,en,0.9613396
5991,"Office of the University Registrar,",en,1
5992,"Dear XIAOYU JIANG, 2110180072",zh-CN,0.74409455
5993,[SMTOWN LIVE 2022 : SMCU EXPRESS @ HUMAN CITY_SUWON],en,0.98631966
5994,kekekemememenenenehehehhelelelelrererererereteteteteteteyeyeyeyeueueueeuekekeke,mi,0.2686386
5995,College ID (CID): 02206982,en,0.44409373
5996,Bloomberg Terminals in the Business Lab,en,1
5997,Retail and Commercial Credit,en,1
5998,Australia — .944 (tie),en,0.5150365
5999,"Xia Youluo sighed, “The most frightening aspect of foolish people is that they don’t see their own foolishness.",en,1
6000,"Friday, September 2, 2022",en,0.9316143
6001,"- Node Square Uranus (5°26’, Separating)",en,1
6002,I slowly hid behind him like I would hide behind a chair when my uncle got mad.,en,1
6003,guarana seeds,en,0.39387387
6004,"At the same time, people often feel that the pacesetter doesn’t trust them to work in their own way or to take initiative.",en,1
6005,sol met,nl,0.44345516
6006,EvreyOne♥️.,en,0.6941583
6007,1924 Koli,en,0.70463574
6008,"Please bear with us, dear partner, as we are still working on it.",en,1
6009,PADDED WALLS,en,1
6010,https://survey.epinion.dk/eva?,en,0
6011,A fabric Chinese national flag and a drawing of mascots (吉祥物）of the Beijing 2022 Winter Olympies and,en,0.7223047
6012,The unit actions panel has been modified to accommodate the small screen size.,en,1
6013,It describes study skills used,en,1
6014,Base Plan 0.0 GB of 0.2 used,en,0.93468213
6015,Conversant,en,1
6016,"(not rain) tomorrow, we will go to the zoo.",en,1
6017,humanistic,en,1
6018,ducks?,en,1
6019,Name: RIFAAT ALI HUSSEIN AL-AGELE,ar,0.4005632
6020,1.4 Limitation of Use,en,1
6021,"168.218,56",en,0
6022,Marsaldiff,en,0.34993932
6023,SATIŞ-517041*5444-MALAZGIRT ECZANESI,tr,0.716016
6024, Participate in product and technology evaluation and testing,en,1
6025,There might also be one upstairs,en,1
6026,blets,en,0.44703105
6027,it’s my pleasure,en,1
6028,Update saving-repositories-with-stars.md,en,1
6029,His bright eyes dimmed.,en,1
6030,"Sincerely, Joseph AWADA",en,0.5736824
6031,على سبيل المثال، 14.,ar,1
6032,1 year - month - day,en,1
6033,ANSWER:,en,1
6034,DR JONE & PARTNEI MEDICAL IMAGI,ro,0.15999511
6035,"Draught (Telescopic keel, optional)",en,0.98796684
6036,testimony had been so influential with the judge,en,1
6037,"However when we got into issues of sensitivity, such as coming close to presidential security installations, Iraqis raised a flag and said, “Time out.",en,1
6038,HoneyBeast,en,1
6039,"LED LYS MASKE øker cellaktiviteten, påskynder metabolismen og fremmer kollagendannelsen",no,0.8084829
6040,2 100,en,0
6041,"\""If there's one person I trust with this story, it's you.\""",en,1
6042,Internt lagringsutrymme (GB),sv,0.8946372
6043,solid/,en,1
6044,1 USD = 1.387425 SGD,"['en', 'bg']","[0.5614696, 0.38018662]"
6045,Porvoo | Bio Rex Porvoo | 27.8.,fi,0.85199076
6046,"1 of 3: O2: Sorry, we've been unable to renew your £15 data Big Bundle with data rollover.",en,1
6047,27/06/2024,en,0
6048,"Snapping one, two",en,1
6049,Financial Planning & Performance Management Analyst,en,0.98411536
6050,Voice Actor: Kim Da-ol,tr,0.39784536
6051,- Same steering + fixing,en,1
6052,Rami must,en,0.9174611
6053,"𝐆𝐞𝐭 𝐚 𝐛𝐨𝐲 𝐰𝐡𝐨 𝐜𝐚𝐧 𝐛𝐮𝐲 𝐬𝐚𝐟𝐞𝐭𝐲 𝐩𝐚𝐝𝐬 𝐟𝐨𝐫 𝐲𝐨𝐮, 𝐧𝐨𝐭 𝐜𝐨𝐧𝐝𝐨𝐦𝐬.",en,1
6054,На улицата цари тотална анархия.,bg,1
6055,RUBUST,en,0.8400852
6056,Be Bygones,en,1
6057,Read all the above-mentioned lessons and write key words as well as key idea from them on A4 Sheets/charts OR on word/PowerPoint document.,en,1
6058,Allow to cool.,en,1
6059,"What's more, we must remember to wash our hands and keep the air clean when we get home.",en,1
6060,"Only visa applicants, duly appointed representatives and authorised accompanying parties (such as",en,1
6061,WeChat: IAWFYlalala IG (Instagram) :hoolo_14,haw,0.87588704
6062,"I DECLARE that all the informationI have provided is accurate and complete, and I UNDERTAKE to leave the Country’s land before theexpiration of the visa.",en,1
6063,"2,3,5,6-Tetrachlorotoluene 1006-31-1",en,0.958303
6064,@EhsanHdd @shakib_,ar,0.40480077
6065,+ – marine humanoid 12k,en,1
6066,211D0,ku,0.3505587
6067,"􏰀􏰜 !\""",en,0
6068,"402.000 mg/kg 50.400 mg/kg 50.240 mg/kg 9,67%",en,0.8355499
6069,paraquel,en,0.464237
6070,I myself looked very tatty when I was 30.,en,1
6071,MARROKAANSE KIP COUSCOUS 19,en,0.42022118
6072,You struggle to relax and unwind as your mind is on the go,en,1
6073,id=12346,en,0.9397117
6074,beloven.,nl,1
6075,V Drama,"['sk', 'en']","[0.43437684, 0.33859769]"
6076,"As their names infer, these snakes are often found in rocky parts of the continent, sometimes even at heights of about 6,000 feet.",en,1
6077,Angel7963,ar,0.94311696
6078,nasopalatine,en,0.49563545
6079,"Z góry zaznaczę, że z podanych składników można zrobić wiśniówkę na dwa sposoby.",pl,1
6080,"As I blacked out, I heard my father say.",en,1
6081,They’re firm and bouncy!,en,1
6082,Asian descent,en,1
6083,Narcotic Pharmacist - Mediclinic Al Murjan Hospital,en,0.58915424
6084,"\""rpages\"" : 74,",en,0.8830059
6085,Everything is Good,en,1
6086,Specialist for,en,1
6087,Theremainingtwoarteriespassupwardstoentertheearandrunsuperficialand deeptothetympanicmembrane,en,0.98453313
6088,regardles,en,0.9863925
6089,Fat burner,en,1
6090,*EmptyOldTratfor,da,0.46244323
6091,The extent and nature of successful change and development can be restricted by the availability of support and the conditions of contact within the environments in which they are engaged.,en,1
6092,Customer service and safety were,en,1
6093,Khalid Sahlouli: 18B,"['ms', 'ar']","[0.38850424, 0.37002373]"
6094,"Ideally, we’d love to personally respond to every single applicant because we know the job hunting process can be impersonal and at Al-Futtaim, we strive to create an excellent candidate experience.",en,1
6095,SENIOR NUCLEAR MEDICINE RADIOPHARMACIST,en,0.80467165
6096,You may click button below to visit our customer panel to manage your reservation.,en,1
6097,She has time on preeschool today 13:45.,en,1
6098,(g)the following information in connection with the tenancy in respect of which the deposit has been paid—,en,1
6099,"In short, there is plenty of drama and comedy interwoven with surprisingly effective newer ways of storytelling like animated documentaries.",en,1
6100,South Carolina - GCE3,en,0.97696257
6101,> dop: 2 days/payo,en,0.48100898
6102,*You can't come over my parents are homofobic,en,1
6103,"September 16, 2022 to let us know.",en,1
6104,"We'll never email you asking for sensitive information such as your password, credit card or bank account details.",en,1
6105,"For example, when she was a child, she memorized the Four Books and Five Classics for Qi Jingsheng.",en,1
6106,The way you look at TREASURE in a lovely way,en,1
6107,This property affirms that it adheres to the cleaning and disinfection practices of Intertek Cristal (3rd party expert - Global).,en,1
6108,Rawanm,mi,0.29879802
6109,Adipose tissues,en,1
6110,BH Code of Conduct - English.pdf صفحة 7 من 25.,ar,0.8764123
6111,- Nikita Gill,en,0.7130423
6112,MSD Central Policy No.,en,1
6113,This is London,en,1
6114,Two-step verification is not activated,en,1
6115,Maeghan (BlendJet),tl,0.8239011
6116,"Riyadh Middle 4]'s courier Sari Sayfuldeen(+966-966567240506) is delivering, if you have any problems or need to complain, please call the station:",en,0.9559052
6117,"Maintenance Manager - RO, KSA Shuaiba",zh-CN,0.26404095
6118,"❖ In 2005, a chicke",en,0.9765941
6119,"$3,445.00",en,0
6120,92 83 􏰄 50 93 55,en,0
6121,Visit Your Dealer,en,1
6122,Inderal LA,es,0.8368891
6123,foam stability index,en,1
6124,AED 275,en,0.90183246
6125,Tender ID on the Russian federal procurement portal (RFPP),en,1
6126,Augenarztliche Diagnosen:,de,1
6127,Please come with your complete uniform.,en,1
6128,affbgdjffghh,en,0.29496157
6129,Up to 25.0 Ulmi,en,0.83182853
6130,I knew that the comments and name calling was coming just not this soon.,en,1
6131,unbothered,en,1
6132,Kilis Tava (2 Kigilik),tr,0.7265746
6133,Takemichi: okey everyone please hear me out....,en,0.93731797
6134,monitoring computer systems,en,0.9620776
6135,NCRI,ro,0.38453385
6136,Platelets: Within normal range.,en,1
6137,Elderly man,en,0.92780036
6138,⬇️ Elanga #MUN £4.9m,bg,0.36479798
6139,Bin Jamal Recruitment Services,en,0.91014564
6140,z5,fr,0.8398423
6141,token=KGGUY-U5Y3-C0YET&answer=0,en,1
6142,"At the end of workshop, participants will be able to:",en,1
6143,"8:25, 11:25, 1:30, 4:00,6:15, 9:30",en,0
6144,She whispered as memories of a little raven haired boy with honest and handsom violet eyes came to mind.,en,0.9893039
6145,psycho.,en,1
6146, greatlyelevatedserumTGlevels.,en,0.69990736
6147,Email addressStart free trial,en,1
6148,Greeted an average Of 700 guests per day at the door and escorted them to their tables .,en,1
6149,Type of Engine Oil for Mazda 6 Gj,en,1
6150,Trip tomorrow,en,1
6151,Reserved Instalment: 911.54 SAR,en,0.9823305
6152,soapy spicy,en,1
6153,CT PNS is recommended for better assessment as clinically indicated.,en,1
6154,"In any further communication on this subject, please quote",en,1
6155,71840,en,0
6156,"awn, but I doubt whether it will",en,1
6157,No detected,en,1
6158,9.4 kg/En2,en,1
6159,The information we currently hold indicates we don't have complete tax residency information for you and that you may be a resident for tax purposes in China based on your Foreign Residence Address; Mailing Address.,en,1
6160,Date of Study: 06/07/2022,en,1
6161,"Of course, it's a relative concept, but Defne Özdemir played a very good drama in the series \""The house you were born in is your destiny\"" and she got through it.",en,1
6162,"Akgün Istanbul Hotel is located near the metro and bus stations where guests can reach everywhere including Taksim Square, Zorlu Shopping Centre, Istinye Park Shopping Centre and Tuyap Fair Convention and Congress Centre.",en,0.9157704
6163,"PR Estimate : SAR 32,827.67",hi,0.895252
6164,n-Butanol (butyl alcohol),en,1
6165,This is weird.,en,1
6166,Alpinestars Hurricane Waterproof Suit Black.,en,0.98716927
6167,We met Trevoh !!!!!,en,0.85103726
6168,Description Bed room back side,en,1
6169,Jamme you got any thin,en,1
6170,Buki 💞,ha,0.22957198
6171,Teams take Starting positions Kickoff,en,0.98796684
6172,shrieking),en,0.8593813
6173,Fejlagtig ledningsfering vil resul-,da,1
6174,أكبر red flag,ar,1
6175,Why are you so pressed about it anyways.,en,1
6176,3-8-2022,en,0
6177,Disposable Income,en,1
6178,64262170 SU22,en,0.89068776
6179,my sweed,en,0.80874425
6180,Error Server,en,1
6181,Desktop Technician – Windows 10 O/S & Mac iOS/macOS – Mandatory Skills,en,0.84401107
6182,Prodrive Motorsport,hr,0.5604029
6183,sorry mommy loven !!,en,0.7664173
6184,cope?,en,1
6185,advantage airline application argument arrangement assistant atmosphere attitude background beauty,en,1
6186,This certificate is awarded to,en,1
6187,"Date From: Friday, August 12, 2022",en,1
6188,Hoover silver fridge freezer 50/50 frost-free in Excellent condition,en,0.9814643
6189,Your current points balance is 220 .,en,1
6190,"We inform you that you have until the last day of August to complete the registration, and we recommend that you do not be late for the deposit due to limited quota.",en,1
6191,I got ready in my ninja outfit and ate a light breakfast before leaving and going to meet with Itachi.,en,1
6192,9308,en,0
6193,1 × كابل Type-C,ar,0.81042993
6194,Must have good knowledge and experience in handling,en,1
6195,Lymphocyte.,en,1
6196,"Your snacks are ready~.\""",en,1
6197,misattune,co,0.22837786
6198,I love u sweet,en,0.95876026
6199,I will observe its laws faithfully and fulfil my duties and obligations as a British citizen.’,en,0.986892
6200,"Th900/6-2), the European Union (ERC [259294]11), and the Bavarian Academy of Sciences., Disclosure of potential conflict of interest: F. J.",en,0.90251774
6201,& I miss u guys,en,0.9576763
6202,sea salt hand soap,en,1
6203,Seeing from naoto's reaction.,en,1
6204,roller-coaste,ro,0.9516425
6205,Product Owner .,en,1
6206,IZZET BOY,en,0.48802182
6207,pitcher,en,0.9514337
6208,- Power folding side mirrors,en,1
6209,funny for funny,en,1
6210,Hirako and everyone else's smiling face popped up in his mind.,en,1
6211,463.31,en,0
6212,"infection control department (Noora ALkalbani) is the introductory lecture about infection prevention and control basic , she was explained some important point like how do infections occur ?!",en,1
6213,Aenergy,en,0.67915165
6214,She has an epi-pen.,en,1
6215,"Volcanoes, by virtue of their geology and typography, display evocative landscapes and are home to diverse ecosystems, many of which are delicate and unique.",en,0.97860855
6216,How much are they?,en,1
6217,Directions are posted at the bottom of the schedule.,en,1
6218,5.012,en,0
6219,LIGHT TO SON MODE,en,0.9866088
6220,"\""He's such a perv\"" \""I know right, I heard he kidnappes girls and does indecent things to them\""",en,1
6221,477,en,0
6222,434,en,0
6223,Mirror flip,en,1
6224, After Lunch: Board of Directors Meeting + ELECTIONS,en,1
6225,"steel-like hold,",en,1
6226,Buoc 2:,vi,1
6227,"“If you keep that up you`ll never get your reward, do you hear me?",en,1
6228,"And that is why if a woman is in a car crash is 47 percent more light UCP serious, he ended and 17 percent more likely to die than a man and the same car crash.",en,1
6229,"Both PCAs, both SCAs, right Pom, both AICAs and left PICA are patent.",en,0.7858271
6230,studiost*udi,en,0.21135618
6231,Boosted Tweet package (medium),en,1
6232,He took some hubcaps and welded them together.,en,1
6233,Niacinamide Powder,en,0.9476359
6234,AMA #BrawlStars,gu,0.4901884
6235,"Lena juts her chin up,",en,1
6236,Buffalo wing,en,0.9026698
6237,Top stitch along the edge to secure in place.,en,1
6238,- 7 Speed System,en,1
6239,⠀⠀⠀⠀⠀⠀⠀⠀⡅⠀⠀⠀⠀⡔⠂⠁⠠⠃⠀⠀⠀⠀⠀⠀⠀,en,0
6240,Werkstudenten,de,0.8668816
6241,WITH INTERMEDIARY BANK,en,1
6242,𝖜𝖍𝖞 𝖆𝖗𝖊 𝖒𝖞 𝖜𝖔𝖗𝖉𝖘 𝖙𝖞𝖕𝖎𝖓𝖌 𝖑𝖎𝖐𝖜 𝖙𝖍𝖎𝖘,en,1
6243,SL92219303152601TX,"['en', 'ar']","[0.52230674, 0.36534828]"
6244,250 g sukker,"['da', 'no']","[0.63968855, 0.36031148]"
